model,rank,true_subtype,predicted_subtype,mass,per_seed_mass,true_cells,true_patients
cascade,41,CD4 Monocyte-4,CD14 Monocyte-1,0.07163763624132473,"[0.07473993675348695, 0.0716379912202375, 0.06853498075024969]",1405,35
cascade,42,CD8 + CTL-1,CD4 + Tcm-1,0.06986065554910419,"[0.07091586095736419, 0.07263332697290674, 0.06603277871704158]",7303,40
cascade,43,CD4 + Tcm-2,CD8 + CTL-2,0.0684090627339919,"[0.05394578235901496, 0.09120629003133633, 0.060075115811624426]",16861,39
cascade,44,Naive T,CD8 Tem-1,0.0675232105293259,"[0.06895694020216178, 0.07146742671153593, 0.06214526467428]",17960,40
cascade,45,CD4 + Tcm-1,Naive T,0.05915303467256285,"[0.05089461606956415, 0.06670900517524907, 0.059855482772875335]",70653,40
cascade,46,CD4 + Tcm-2,CD8 Tem-1,0.053788536398359336,"[0.05555543733335825, 0.056841737294523006, 0.04896843456719677]",16861,39
cascade,47,CD8 + CTL-2,Naive T,0.05312069768389685,"[0.04871258706761437, 0.05478040842109865, 0.05586909756297753]",4049,33
cascade,48,CD8 + CTL-3,Naive T,0.04332374791342569,"[0.03822769681123604, 0.04936894329224855, 0.04237460363679248]",3244,27
cascade,49,CD14 Monocyte-1,CD14 Monocyte-3,0.042608856545234365,"[0.027814657809753895, 0.0565815791008931, 0.043430332725056094]",29871,40
cascade,50,CD16 Monocyte-1,CD16 Monocyte-2,0.042480437901449404,"[0.03232978014603144, 0.050397213959528474, 0.044714319598788306]",14678,40
cascade,51,CD16 Monocyte-1,CD14 Monocyte-2,0.03941858936307487,"[0.0427254572804201, 0.042938627462189634, 0.03259168334661486]",14678,40
cascade,52,Cycling T,CD8 Tem-1,0.03887543956345302,"[0.04232674636489975, 0.03975612771235046, 0.03454344461310881]",3667,40
cascade,53,CD4 + Tcm-1,Tcm,0.03789253597333889,"[0.06083709351174731, 0.028581702392742044, 0.024258812015527306]",70653,40
cascade,54,Memory B-1,Plasma,0.03556243729287228,"[0.039003729714856605, 0.032476256468909635, 0.035207325694850564]",23722,40
cascade,55,CD8 + CTL-1,CD8 + CTL-2,0.03431169429388032,"[0.026767356035820165, 0.04298539292966859, 0.033182333916152204]",7303,40
cascade,56,Tcm,CD8 + CTL-3,0.03374991496226174,"[0.06521275478000003, 0.019410821328713506, 0.01662616877807169]",2121,36
cascade,57,CD8 Tem-2,CD8 + CTL-2,0.033016381688207114,"[0.02399577495414512, 0.0443488197549374, 0.03070455035553882]",10548,40
cascade,58,Memory B-2,GCB,0.031058480110663523,"[0.030981752661511097, 0.031845501708191795, 0.030348185962287687]",2130,33
cascade,59,CD8 Tem-1,Cycling T,0.030740536460893458,"[0.03058853626464955, 0.024479644341092836, 0.037153428776937995]",26714,40
cascade,60,Atypical Memory B,Memory B-1,0.027218382566090254,"[0.02685137127233454, 0.02743633275945956, 0.027367443666476664]",781,34
cascade,61,CD16 Monocyte-2,cDC2,0.027028997529780097,"[0.021568270951806755, 0.02222657329971918, 0.03729214833781435]",5142,40
cascade,62,CD8 Tem-1,CD4 + Tcm-2,0.025590108183796843,"[0.020608399793656307, 0.028064043817670477, 0.02809788094006376]",26714,40
cascade,63,CD8 + CTL-3,CD4 + Tcm-1,0.024475272049408803,"[0.030865122291624563, 0.020992162110734472, 0.02156853174586739]",3244,27
cascade,64,pDC,cDC2,0.02366525097602608,"[0.018844387493568704, 0.024673207110578164, 0.027478158323931384]",2615,40
cascade,65,CD8 + CTL-3,Tcm,0.023598361080856806,"[0.03547533841605726, 0.019293605103469738, 0.01602613972304341]",3244,27
cascade,66,cDC2,CD16 Monocyte-2,0.02238265675316081,"[0.02041166445951477, 0.02401064200599972, 0.022725663793967937]",7376,40
cascade,67,Tcm,CD4 + Tcm-2,0.02221969038434271,"[0.01489105523014571, 0.0185426505777834, 0.033225365345099026]",2121,36
cascade,68,CD4 Monocyte-4,CD16 Monocyte-1,0.020712199178540638,"[0.022854058231840974, 0.017534643529014127, 0.02174789577476682]",1405,35
cascade,69,GCB,Atypical Memory B,0.018775800256675,"[0.020814560064133264, 0.010319353079064422, 0.025193487626827323]",3283,31
cascade,70,CD4 + Tcm-2,CD8 Tem-2,0.018521431913311542,"[0.02541716511068035, 0.011150384081562048, 0.018996746547692237]",16861,39
cascade,71,cDC2,CD14 Monocyte-2,0.017288686523512172,"[0.018194783436432264, 0.019520011269314137, 0.014151264864790104]",7376,40
cascade,72,CD4 + Tcm-2,CD8 + CTL-3,0.0171399032002851,"[0.03010595296246188, 0.01202010601589572, 0.009293650622497698]",16861,39
cascade,73,Tcm,CD8 Tem-1,0.01673266583403189,"[0.007730741909868389, 0.027346411064010142, 0.015120844528217136]",2121,36
cascade,74,Memory B-1,Atypical Memory B,0.016720852142227238,"[0.017664440399406713, 0.010669370541933428, 0.021828745485341576]",23722,40
cascade,75,CD8 + CTL-2,CD4 + Tcm-1,0.014734095867983833,"[0.014457898253272566, 0.016106842522412724, 0.013637546828266203]",4049,33
cascade,76,CD4 + Tcm-2,Cycling T,0.014700320841403658,"[0.019364162311672574, 0.00933041928803805, 0.015406380924500352]",16861,39
cascade,77,CD14 Monocyte-1,pDC,0.014212388440364843,"[0.01575572397825469, 0.008720421388786165, 0.018161019954053677]",29871,40
cascade,78,CD8 + CTL-1,CD8 Tem-1,0.014189880433900723,"[0.014900090399474328, 0.01421522399825196, 0.013454326903975872]",7303,40
cascade,79,Naive T,CD8 Tem-2,0.014120849653620567,"[0.02057232605382808, 0.009207666150801378, 0.012582556756232249]",17960,40
cascade,80,Naive T,Cycling T,0.013726329495283527,"[0.01639786875788664, 0.008839801906323084, 0.015941317821640846]",17960,40
cascade,81,Tcm,Naive T,0.013627024795409023,"[0.00910415606690324, 0.011193411676218706, 0.020583506643105126]",2121,36
cascade,82,CD16 Monocyte-2,CD14 Monocyte-3,0.013563079736002537,"[0.011629804828773061, 0.01549140641001897, 0.01356802796921558]",5142,40
cascade,83,CD14 Monocyte-3,cDC2,0.013325784193021403,"[0.00829479817580611, 0.011983370583968603, 0.019699183819289492]",2977,32
cascade,84,CD14 Monocyte-2,CD16 Monocyte-2,0.013011780054167428,"[0.010754279261562551, 0.014473411924647694, 0.013807648976292042]",3931,40
cascade,85,CD4 + Tcm-2,Tcm,0.012538754355759915,"[0.021439006100753825, 0.008430486745653845, 0.007746770220872077]",16861,39
cascade,86,CD14 Monocyte-3,CD16 Monocyte-2,0.012272603801257642,"[0.011162187415053494, 0.011998504416903893, 0.013657119571815538]",2977,32
cascade,87,CD16 Monocyte-1,pDC,0.011834308637357028,"[0.0110511750888078, 0.008768580748421805, 0.015683170074841473]",14678,40
cascade,88,CD16 Monocyte-2,CD14 Monocyte-2,0.01153724539476425,"[0.014476890157990942, 0.011113562408130332, 0.009021283618171477]",5142,40
cascade,89,CD8 Tem-1,Tcm,0.011325422780386627,"[0.013036952265371845, 0.01138676494699195, 0.009552551128796083]",26714,40
cascade,90,CD4 + Tcm-1,CD8 + CTL-2,0.010964884545484945,"[0.004774667040868865, 0.01798014411178362, 0.010139842483802354]",70653,40
cascade,91,CD4 + Tcm-1,CD8 Tem-2,0.010879286104924474,"[0.01622204437341753, 0.005565386035701225, 0.010850427905654662]",70653,40
cascade,92,CD8 Tem-1,Naive T,0.010857997874596773,"[0.009832761932645947, 0.010736104345183689, 0.012005127345960686]",26714,40
cascade,93,Naive T,Tcm,0.01064546816625648,"[0.017799011374633956, 0.008785868913030395, 0.005351524211105092]",17960,40
cascade,94,Cycling T,CD4 + Tcm-2,0.010499452471557433,"[0.00925605577746661, 0.010561169798207908, 0.011681131838997777]",3667,40
cascade,95,CD8 Tem-1,CD8 Tem-2,0.009955611514647224,"[0.012245429517095905, 0.0074244749735461095, 0.010196930053299655]",26714,40
cascade,96,CD14 Monocyte-2,cDC2,0.009397076760323385,"[0.007498533660297804, 0.009188502507690276, 0.011504194112982074]",3931,40
cascade,97,CD8 Tem-2,Cycling T,0.009206044342538248,"[0.008157612327626417, 0.006431232112192288, 0.013029288587796036]",10548,40
cascade,98,CD4 + Tcm-1,CD8 + CTL-3,0.008992846707527478,"[0.014285812291802862, 0.007364954287135453, 0.0053277735436441185]",70653,40
cascade,99,cDC2,pDC,0.008409710858652776,"[0.007975474790565262, 0.004290473369915538, 0.012963184415477532]",7376,40
cascade,100,pDC,CD14 Monocyte-2,0.008015975185969162,"[0.010420936338956077, 0.008683126098513655, 0.004943863120437747]",2615,40
cascade,101,CD8 + CTL-1,CD8 Tem-2,0.007939341198316508,"[0.011283933836065206, 0.004309925454003284, 0.008224164304881033]",7303,40
cascade,102,Naive T,CD8 + CTL-3,0.007844320072412444,"[0.013192592201627952, 0.00683394446546037, 0.003506423550149009]",17960,40
cascade,103,CD8 + CTL-1,CD8 + CTL-3,0.007573453802048681,"[0.011669285716808395, 0.007058056082411038, 0.003993019606926608]",7303,40
cascade,104,CD8 + CTL-1,Tcm,0.007281219986323646,"[0.01296100127172564, 0.006081974075451304, 0.0028006846117939943]",7303,40
cascade,105,CD8 + CTL-2,CD8 Tem-1,0.0072345270806917295,"[0.007778678659248405, 0.006988601160920565, 0.006936301421906221]",4049,33
cascade,106,pDC,CD16 Monocyte-2,0.0071505501574718735,"[0.004268963218724069, 0.009045559611727129, 0.00813712764196442]",2615,40
cascade,107,Memory B-1,Memory B-2,0.006500515163608123,"[0.007385607074498722, 0.007448308769352124, 0.004667629646973521]",23722,40
cascade,108,CD8 + CTL-2,Cycling T,0.006489474573645182,"[0.008620723274729628, 0.003678538548232549, 0.007169161897973371]",4049,33
cascade,109,CD14 Monocyte-3,CD16 Monocyte-1,0.006442652090820977,"[0.007844368816572963, 0.004833977436133813, 0.006649610019756155]",2977,32
cascade,110,CD8 + CTL-3,CD8 + CTL-2,0.006265216322335271,"[0.0023733422641626627, 0.009566019585246738, 0.006856287117596413]",3244,27
cascade,111,CD4 Monocyte-4,CD16 Monocyte-2,0.006011426395023394,"[0.004635877604342279, 0.006949960440258618, 0.006448441140469283]",1405,35
cascade,112,cDC2,CD14 Monocyte-3,0.005805807627832545,"[0.0049376997972398985, 0.007522100074380285, 0.004957623011877452]",7376,40
cascade,113,CD8 + CTL-3,CD8 Tem-2,0.005243283882885328,"[0.008511110836262362, 0.0029985742681909048, 0.004220166544202718]",3244,27
cascade,114,CD16 Monocyte-1,CD14 Monocyte-3,0.005059100719003323,"[0.004244887303193069, 0.006818850419901764, 0.004113564433915137]",14678,40
cascade,115,Atypical Memory B,GCB,0.0049073423350229255,"[0.004243467241706494, 0.0056331213792290835, 0.004845438384133199]",781,34
cascade,116,Naive T,CD8 + CTL-1,0.004879716453710502,"[0.008717073463262065, 0.002373256840951303, 0.003548819056918139]",17960,40
cascade,117,CD4 Monocyte-4,CD14 Monocyte-3,0.004849389673209774,"[0.0024892715276850297, 0.007114361964118002, 0.0049445355278262895]",1405,35
