cell_budget,seed,feature_set,transform,eligible_patients,eligible_diseases,accuracy,balanced_accuracy,macro_f1,log_loss,macro_auroc
100,18,pred_soft_lineage,clr,40,6,0.5,0.5079365079365079,0.49526453938218645,1.987859876545461,0.815792675971904
100,18,pred_soft_subtype,raw,40,6,0.525,0.5446428571428571,0.5233974358974359,2.497344264513006,0.7883013764217809
100,18,pred_soft_subtype,clr,40,6,0.7,0.7083333333333334,0.6974210000525791,1.2712621403065214,0.8955171794096426
100,19,pred_soft_lineage,raw,40,6,0.475,0.4751984126984126,0.4942279942279943,2.4412303747455697,0.7479505533273915
100,19,pred_soft_lineage,clr,40,6,0.5,0.5148809523809523,0.5082556332556333,2.6413144090806697,0.7659050125732111
100,19,pred_soft_subtype,raw,40,6,0.625,0.6478174603174603,0.6291971916971917,3.47324931332577,0.7931342044393515
100,19,pred_soft_subtype,clr,40,6,0.65,0.6726190476190476,0.6464577089577089,1.1178901326925739,0.9010910708980563
100,20,pred_soft_lineage,raw,40,6,0.5,0.5109126984126985,0.5069309775192128,1.7381294759818728,0.7981797359095154
100,20,pred_soft_lineage,clr,40,6,0.475,0.4871031746031746,0.47124444183267716,2.72513796109103,0.7431866922905526
100,20,pred_soft_subtype,raw,40,6,0.575,0.5962301587301587,0.5889597330773801,1.625694226577135,0.8409686080871742
100,20,pred_soft_subtype,clr,40,6,0.675,0.6904761904761904,0.6781236307552098,1.09967853216223,0.9140215508551907
100,21,pred_soft_lineage,raw,40,6,0.45,0.45238095238095233,0.43907203907203907,1.9402857365830364,0.7789336378490791
100,21,pred_soft_lineage,clr,40,6,0.425,0.431547619047619,0.3991452991452991,2.385990385318124,0.7557559245289025
100,21,pred_soft_subtype,raw,40,6,0.6,0.6210317460317459,0.6100122100122101,1.9422695004310302,0.864971272599949
100,21,pred_soft_subtype,clr,40,6,0.675,0.689484126984127,0.6693584193584194,1.182168904013783,0.9037167897462015
100,22,pred_soft_lineage,raw,40,6,0.45,0.45535714285714285,0.45290404040404036,3.3296679898085544,0.7512782101476955
100,22,pred_soft_lineage,clr,40,6,0.45,0.4662698412698412,0.4459096459096459,2.583575221659429,0.74164703760292
100,22,pred_soft_subtype,raw,40,6,0.55,0.5753968253968255,0.5277777777777778,3.052780448036437,0.8345301425494439
100,22,pred_soft_subtype,clr,40,6,0.725,0.7450396825396824,0.7286380286380286,1.5477454618657758,0.8956882705733809
100,23,pred_soft_lineage,raw,40,6,0.475,0.4831349206349207,0.47222222222222215,2.314315630811305,0.7651528414396062
100,23,pred_soft_lineage,clr,40,6,0.425,0.44246031746031744,0.4208916083916084,1.5825993355847168,0.7809592113360496
100,23,pred_soft_subtype,raw,40,6,0.55,0.5724206349206349,0.5524698340874812,3.007388220725092,0.7944362877726848
100,23,pred_soft_subtype,clr,40,6,0.725,0.746031746031746,0.7236235986235986,0.8393035879908755,0.9318221606824548
100,24,pred_soft_lineage,raw,40,6,0.45,0.4593253968253968,0.44797008547008543,2.2439202035493837,0.7543502249384603
100,24,pred_soft_lineage,clr,40,6,0.475,0.48313492063492064,0.4715950715950716,1.4876051609562588,0.7714222052457345
100,24,pred_soft_subtype,raw,40,6,0.5,0.5198412698412699,0.49748584748584745,3.79850346323486,0.7837684552987861
100,24,pred_soft_subtype,clr,40,6,0.725,0.7390873015873015,0.731018981018981,0.9768719688891293,0.9223639029475427
100,25,pred_soft_lineage,raw,40,6,0.4,0.40079365079365076,0.3975011916188387,2.705277578921585,0.747025798955946
100,25,pred_soft_lineage,clr,40,6,0.425,0.43154761904761907,0.4266636141636142,2.09402745490672,0.7388354726360241
100,25,pred_soft_subtype,raw,40,6,0.525,0.5446428571428571,0.5383458646616542,3.7161182128439707,0.7813756657966219
